type;sourcename;sourceversion;device;creationdate;startdate;enddate;value;HKTimeZone
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-07 08:55:54 -0300;2020-12-07 08:46:56 -0300;2020-12-07 08:55:54 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-08 08:18:58 -0300;2020-12-08 06:38:23 -0300;2020-12-08 08:18:57 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-09 08:09:12 -0300;2020-12-09 05:16:00 -0300;2020-12-09 08:09:11 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-10 08:00:15 -0300;2020-12-10 02:55:49 -0300;2020-12-10 08:00:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-11 08:09:39 -0300;2020-12-11 03:05:36 -0300;2020-12-11 08:00:26 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-11 08:09:39 -0300;2020-12-11 08:00:56 -0300;2020-12-11 08:09:38 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-14 08:27:55 -0300;2020-12-14 00:52:09 -0300;2020-12-14 07:55:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-14 08:27:55 -0300;2020-12-14 07:55:35 -0300;2020-12-14 08:18:53 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-14 08:27:55 -0300;2020-12-14 08:19:43 -0300;2020-12-14 08:27:54 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-15 08:00:09 -0300;2020-12-15 01:26:34 -0300;2020-12-15 08:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-16 08:00:01 -0300;2020-12-16 00:58:52 -0300;2020-12-16 07:55:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-16 08:00:01 -0300;2020-12-16 07:55:23 -0300;2020-12-16 08:00:00 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-17 08:09:29 -0300;2020-12-17 01:43:08 -0300;2020-12-17 08:09:29 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-18 08:00:10 -0300;2020-12-18 02:08:14 -0300;2020-12-18 08:00:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-21 08:09:20 -0300;2020-12-21 02:30:17 -0300;2020-12-21 03:51:32 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-21 08:09:20 -0300;2020-12-21 03:56:37 -0300;2020-12-21 08:00:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-21 08:09:20 -0300;2020-12-21 08:00:23 -0300;2020-12-21 08:09:20 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-22 08:09:14 -0300;2020-12-22 00:26:34 -0300;2020-12-22 08:09:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-23 08:09:15 -0300;2020-12-23 07:55:20 -0300;2020-12-23 08:09:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-24 08:09:13 -0300;2020-12-24 06:15:59 -0300;2020-12-24 08:09:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-25 08:00:25 -0300;2020-12-25 05:26:32 -0300;2020-12-25 08:00:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-28 08:00:09 -0300;2020-12-28 03:22:56 -0300;2020-12-28 07:50:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-28 08:00:09 -0300;2020-12-28 07:50:18 -0300;2020-12-28 08:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-29 08:00:08 -0300;2020-12-29 03:20:19 -0300;2020-12-29 07:50:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-29 08:00:08 -0300;2020-12-29 07:50:19 -0300;2020-12-29 07:50:20 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-29 08:00:08 -0300;2020-12-29 07:50:23 -0300;2020-12-29 08:00:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-30 08:18:40 -0300;2020-12-30 02:53:05 -0300;2020-12-30 08:18:39 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-31 08:09:18 -0300;2020-12-31 07:00:22 -0300;2020-12-31 08:09:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2021-01-01 09:06:00 -0300;2021-01-01 06:50:21 -0300;2021-01-01 09:06:00 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.2;;2021-01-01 09:06:01 -0300;2021-01-01 06:09:15 -0300;2021-01-01 09:06:15 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2021-01-04 08:00:22 -0300;2021-01-04 01:08:13 -0300;2021-01-04 08:00:21 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2021-01-05 08:09:22 -0300;2021-01-05 03:13:08 -0300;2021-01-05 08:09:21 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2021-01-06 08:03:13 -0300;2021-01-06 02:22:47 -0300;2021-01-06 08:03:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2021-01-07 08:00:19 -0300;2021-01-07 01:27:35 -0300;2021-01-07 07:55:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2021-01-07 08:00:19 -0300;2021-01-07 07:55:27 -0300;2021-01-07 08:00:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2021-01-08 08:00:06 -0300;2021-01-08 02:05:30 -0300;2021-01-08 08:00:05 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-11 08:18:37 -0300;2021-01-11 03:21:44 -0300;2021-01-11 08:18:36 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-12 08:00:07 -0300;2021-01-12 00:51:01 -0300;2021-01-12 07:36:43 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-12 08:00:07 -0300;2021-01-12 07:37:20 -0300;2021-01-12 08:00:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-13 08:45:42 -0300;2021-01-13 02:01:25 -0300;2021-01-13 08:45:42 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-14 08:00:04 -0300;2021-01-14 03:19:14 -0300;2021-01-14 07:55:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-14 08:00:04 -0300;2021-01-14 07:55:11 -0300;2021-01-14 08:00:03 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-15 08:27:39 -0300;2021-01-15 03:02:45 -0300;2021-01-15 08:27:38 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-18 08:00:57 -0300;2021-01-18 04:02:26 -0300;2021-01-18 08:00:57 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-19 08:00:10 -0300;2021-01-19 01:21:26 -0300;2021-01-19 08:00:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-20 08:09:18 -0300;2021-01-20 00:33:49 -0300;2021-01-20 08:09:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-21 08:00:11 -0300;2021-01-21 02:25:33 -0300;2021-01-21 08:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-22 08:09:16 -0300;2021-01-22 01:56:10 -0300;2021-01-22 08:09:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-25 08:00:07 -0300;2021-01-25 03:38:47 -0300;2021-01-25 08:00:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-26 08:36:50 -0300;2021-01-26 01:44:18 -0300;2021-01-26 08:36:50 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-27 08:00:09 -0300;2021-01-27 01:55:09 -0300;2021-01-27 08:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-28 08:09:32 -0300;2021-01-28 01:53:42 -0300;2021-01-28 08:00:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-28 08:09:32 -0300;2021-01-28 08:00:18 -0300;2021-01-28 08:09:32 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-29 08:45:51 -0300;2021-01-29 03:04:29 -0300;2021-01-29 06:59:56 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-01-29 08:45:51 -0300;2021-01-29 07:00:08 -0300;2021-01-29 08:45:51 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.3;;2021-02-01 08:00:19 -0300;2021-02-01 02:28:14 -0300;2021-02-01 08:00:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-02 08:00:17 -0300;2021-02-02 00:03:31 -0300;2021-02-02 08:00:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-03 08:45:14 -0300;2021-02-03 02:57:18 -0300;2021-02-03 08:45:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-04 08:54:20 -0300;2021-02-04 01:08:16 -0300;2021-02-04 08:54:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-05 08:45:11 -0300;2021-02-05 01:31:41 -0300;2021-02-05 08:29:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-05 08:45:11 -0300;2021-02-05 08:29:13 -0300;2021-02-05 08:45:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-08 08:29:47 -0300;2021-02-08 08:21:46 -0300;2021-02-08 08:29:41 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-09 08:45:06 -0300;2021-02-09 06:07:59 -0300;2021-02-09 08:03:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-09 08:45:06 -0300;2021-02-09 08:03:18 -0300;2021-02-09 08:45:05 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-10 09:03:20 -0300;2021-02-10 08:45:38 -0300;2021-02-10 09:03:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-11 08:00:10 -0300;2021-02-11 02:42:41 -0300;2021-02-11 08:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-12 08:45:01 -0300;2021-02-12 01:33:18 -0300;2021-02-12 08:14:34 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-12 08:45:01 -0300;2021-02-12 08:14:35 -0300;2021-02-12 08:14:40 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-12 08:45:01 -0300;2021-02-12 08:14:43 -0300;2021-02-12 08:14:46 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-12 08:45:01 -0300;2021-02-12 08:14:49 -0300;2021-02-12 08:45:00 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-15 08:54:30 -0300;2021-02-15 02:13:22 -0300;2021-02-15 08:52:03 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-15 08:54:30 -0300;2021-02-15 08:52:10 -0300;2021-02-15 08:54:29 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-16 08:45:10 -0300;2021-02-16 01:31:31 -0300;2021-02-16 08:45:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-17 08:45:08 -0300;2021-02-17 00:34:47 -0300;2021-02-17 08:45:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-18 08:45:14 -0300;2021-02-18 00:05:21 -0300;2021-02-18 08:45:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-19 08:45:07 -0300;2021-02-19 03:06:53 -0300;2021-02-19 08:45:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-22 08:55:14 -0300;2021-02-22 03:40:11 -0300;2021-02-22 08:55:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-23 08:45:20 -0300;2021-02-23 01:33:42 -0300;2021-02-23 08:45:20 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-24 08:45:34 -0300;2021-02-24 01:48:06 -0300;2021-02-24 08:45:34 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-25 08:54:24 -0300;2021-02-25 02:18:31 -0300;2021-02-25 08:54:23 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-02-26 08:45:13 -0300;2021-02-26 03:32:45 -0300;2021-02-26 08:45:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-01 08:45:19 -0300;2021-03-01 01:55:57 -0300;2021-03-01 08:45:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-02 07:51:41 -0300;2021-03-02 02:03:02 -0300;2021-03-02 07:51:32 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-03 09:12:32 -0300;2021-03-03 01:01:56 -0300;2021-03-03 09:12:32 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-04 09:03:24 -0300;2021-03-04 01:18:04 -0300;2021-03-04 09:03:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-05 08:45:13 -0300;2021-03-05 07:32:08 -0300;2021-03-05 08:45:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-08 08:45:16 -0300;2021-03-08 02:58:41 -0300;2021-03-08 08:45:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-09 08:54:18 -0300;2021-03-09 02:04:47 -0300;2021-03-09 08:45:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-09 08:54:18 -0300;2021-03-09 08:45:26 -0300;2021-03-09 08:54:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-10 08:45:16 -0300;2021-03-10 03:48:32 -0300;2021-03-10 08:45:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-11 08:45:15 -0300;2021-03-11 02:20:37 -0300;2021-03-11 08:45:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-12 08:54:24 -0300;2021-03-12 01:09:32 -0300;2021-03-12 08:54:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-15 08:45:12 -0300;2021-03-15 03:12:45 -0300;2021-03-15 08:10:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-15 08:45:12 -0300;2021-03-15 08:10:14 -0300;2021-03-15 08:36:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-15 08:45:12 -0300;2021-03-15 08:40:47 -0300;2021-03-15 08:45:11 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-16 09:22:17 -0300;2021-03-16 00:54:06 -0300;2021-03-16 09:21:28 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-16 09:22:17 -0300;2021-03-16 09:21:30 -0300;2021-03-16 09:22:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-17 08:59:15 -0300;2021-03-17 02:29:14 -0300;2021-03-17 08:59:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-18 09:52:14 -0300;2021-03-18 01:07:48 -0300;2021-03-18 09:52:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-19 08:54:22 -0300;2021-03-19 02:25:46 -0300;2021-03-19 08:36:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-19 08:54:22 -0300;2021-03-19 08:37:42 -0300;2021-03-19 08:54:22 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-22 08:48:29 -0300;2021-03-22 03:25:26 -0300;2021-03-22 08:48:29 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-23 08:45:17 -0300;2021-03-23 01:27:01 -0300;2021-03-23 08:45:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-24 08:45:08 -0300;2021-03-24 03:42:16 -0300;2021-03-24 08:45:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-25 09:26:59 -0300;2021-03-25 00:43:30 -0300;2021-03-25 08:38:55 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-25 09:26:59 -0300;2021-03-25 08:40:00 -0300;2021-03-25 09:26:58 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4;;2021-03-26 08:45:20 -0300;2021-03-26 03:12:28 -0300;2021-03-26 08:45:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.1;;2021-03-29 08:31:06 -0300;2021-03-29 01:07:10 -0300;2021-03-29 08:30:50 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.1;;2021-03-30 08:43:17 -0300;2021-03-30 01:50:41 -0300;2021-03-30 08:43:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
