type;sourcename;sourceversion;device;creationdate;startdate;enddate;value;HKTimeZone
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-15 08:54:16 -0300;2021-04-15 01:15:06 -0300;2021-04-15 01:43:21 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-15 08:54:16 -0300;2021-04-15 01:47:21 -0300;2021-04-15 01:48:49 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-15 08:54:16 -0300;2021-04-15 02:02:52 -0300;2021-04-15 08:54:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-16 08:45:09 -0300;2021-04-16 02:17:27 -0300;2021-04-16 07:19:05 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-16 08:45:09 -0300;2021-04-16 07:19:05 -0300;2021-04-16 08:45:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-19 08:27:58 -0300;2021-04-19 05:14:45 -0300;2021-04-19 08:24:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-19 08:27:58 -0300;2021-04-19 08:24:36 -0300;2021-04-19 08:27:52 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-20 08:55:05 -0300;2021-04-20 01:07:01 -0300;2021-04-20 08:55:04 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-21 09:21:52 -0300;2021-04-21 02:01:33 -0300;2021-04-21 09:21:52 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-22 08:45:18 -0300;2021-04-22 00:10:13 -0300;2021-04-22 08:45:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-23 09:04:04 -0300;2021-04-23 02:13:14 -0300;2021-04-23 09:04:03 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-26 08:54:22 -0300;2021-04-26 00:29:55 -0300;2021-04-26 08:54:22 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-27 08:45:21 -0300;2021-04-27 00:52:10 -0300;2021-04-27 08:45:20 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-28 08:45:14 -0300;2021-04-28 01:16:35 -0300;2021-04-28 08:45:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-29 08:45:13 -0300;2021-04-29 01:40:03 -0300;2021-04-29 08:45:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-30 09:38:45 -0300;2021-04-30 01:18:02 -0300;2021-04-30 08:45:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-04-30 09:38:45 -0300;2021-04-30 08:45:34 -0300;2021-04-30 09:38:44 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-03 08:45:10 -0300;2021-05-03 02:05:07 -0300;2021-05-03 08:45:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-04 08:45:19 -0300;2021-05-04 01:41:43 -0300;2021-05-04 08:45:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-05 08:45:13 -0300;2021-05-05 01:22:13 -0300;2021-05-05 08:45:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-06 09:21:57 -0300;2021-05-06 01:40:21 -0300;2021-05-06 08:54:31 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-06 09:21:57 -0300;2021-05-06 08:55:01 -0300;2021-05-06 09:21:56 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-07 09:19:25 -0300;2021-05-07 00:43:23 -0300;2021-05-07 09:19:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-10 08:45:13 -0300;2021-05-10 06:48:30 -0300;2021-05-10 08:45:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-11 09:03:24 -0300;2021-05-11 07:06:20 -0300;2021-05-11 09:03:23 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-12 08:45:17 -0300;2021-05-12 01:15:34 -0300;2021-05-12 08:45:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.3.2;;2021-05-13 08:45:15 -0300;2021-05-13 02:37:08 -0300;2021-05-13 02:38:38 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.3.2;;2021-05-13 08:45:15 -0300;2021-05-13 02:40:08 -0300;2021-05-13 08:24:38 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.3.2;;2021-05-13 08:45:15 -0300;2021-05-13 08:30:38 -0300;2021-05-13 08:45:08 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-13 08:45:15 -0300;2021-05-13 02:24:01 -0300;2021-05-13 08:45:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-14 09:40:06 -0300;2021-05-14 02:28:25 -0300;2021-05-14 09:40:05 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-17 08:45:56 -0300;2021-05-17 07:35:23 -0300;2021-05-17 08:45:50 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-18 08:45:20 -0300;2021-05-18 00:58:44 -0300;2021-05-18 08:45:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.3.2;;2021-05-19 09:12:43 -0300;2021-05-19 04:54:25 -0300;2021-05-19 05:25:25 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.3.2;;2021-05-19 09:12:43 -0300;2021-05-19 05:30:55 -0300;2021-05-19 08:49:55 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.3.2;;2021-05-19 09:12:43 -0300;2021-05-19 08:55:25 -0300;2021-05-19 09:03:25 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.3.2;;2021-05-19 09:12:43 -0300;2021-05-19 09:05:25 -0300;2021-05-19 09:12:25 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-19 09:12:44 -0300;2021-05-19 04:52:07 -0300;2021-05-19 09:12:44 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-20 09:42:00 -0300;2021-05-20 01:01:00 -0300;2021-05-20 09:42:00 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-21 08:54:21 -0300;2021-05-21 01:28:09 -0300;2021-05-21 07:42:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-21 08:54:21 -0300;2021-05-21 07:42:27 -0300;2021-05-21 08:54:21 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-24 08:45:18 -0300;2021-05-24 04:56:35 -0300;2021-05-24 08:45:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-25 09:12:46 -0300;2021-05-25 04:41:27 -0300;2021-05-25 08:45:34 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-25 09:12:46 -0300;2021-05-25 08:45:50 -0300;2021-05-25 09:12:45 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-26 08:45:10 -0300;2021-05-26 04:21:09 -0300;2021-05-26 08:45:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-27 08:54:25 -0300;2021-05-27 01:04:11 -0300;2021-05-27 08:54:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-28 08:45:16 -0300;2021-05-28 00:59:05 -0300;2021-05-28 08:45:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-05-31 08:45:26 -0300;2021-05-31 06:05:06 -0300;2021-05-31 08:45:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-06-01 08:54:55 -0300;2021-06-01 01:28:31 -0300;2021-06-01 08:54:54 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-06-02 08:45:17 -0300;2021-06-02 01:18:14 -0300;2021-06-02 08:45:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-06-03 08:54:43 -0300;2021-06-03 04:42:54 -0300;2021-06-03 08:54:43 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.4.2;;2021-06-04 08:45:26 -0300;2021-06-04 03:16:52 -0300;2021-06-04 08:45:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-07 08:45:13 -0300;2021-06-07 04:23:12 -0300;2021-06-07 08:45:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-08 08:45:08 -0300;2021-06-08 05:01:13 -0300;2021-06-08 08:45:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-09 09:00:09 -0300;2021-06-09 01:40:45 -0300;2021-06-09 09:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-10 09:00:08 -0300;2021-06-10 01:09:56 -0300;2021-06-10 09:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-11 09:24:16 -0300;2021-06-11 01:52:05 -0300;2021-06-11 09:24:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-14 08:54:43 -0300;2021-06-14 08:16:04 -0300;2021-06-14 08:54:39 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-15 09:09:20 -0300;2021-06-15 08:22:27 -0300;2021-06-15 09:09:20 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-16 09:00:01 -0300;2021-06-16 08:57:46 -0300;2021-06-16 09:00:01 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-17 09:00:20 -0300;2021-06-17 07:38:44 -0300;2021-06-17 09:00:20 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-18 09:00:05 -0300;2021-06-18 07:34:53 -0300;2021-06-18 09:00:05 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-21 09:00:08 -0300;2021-06-21 02:57:29 -0300;2021-06-21 09:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-22 10:08:35 -0300;2021-06-22 10:01:11 -0300;2021-06-22 10:08:32 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-23 09:09:32 -0300;2021-06-23 02:58:08 -0300;2021-06-23 09:09:32 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-24 09:00:17 -0300;2021-06-24 04:06:51 -0300;2021-06-24 09:00:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-25 10:02:36 -0300;2021-06-25 08:09:32 -0300;2021-06-25 10:02:36 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-28 09:00:10 -0300;2021-06-28 05:02:20 -0300;2021-06-28 09:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.5;;2021-06-29 09:00:17 -0300;2021-06-29 00:59:09 -0300;2021-06-29 01:32:39 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.5;;2021-06-29 09:00:17 -0300;2021-06-29 01:38:09 -0300;2021-06-29 09:00:09 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-29 09:00:16 -0300;2021-06-29 07:59:50 -0300;2021-06-29 09:00:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.5;;2021-06-30 09:27:35 -0300;2021-06-30 01:29:32 -0300;2021-06-30 02:48:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.5;;2021-06-30 09:27:35 -0300;2021-06-30 02:50:32 -0300;2021-06-30 08:51:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.5;;2021-06-30 09:27:35 -0300;2021-06-30 08:53:02 -0300;2021-06-30 08:55:02 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.5;;2021-06-30 09:27:35 -0300;2021-06-30 08:57:02 -0300;2021-06-30 09:09:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.5;;2021-06-30 09:27:35 -0300;2021-06-30 09:15:32 -0300;2021-06-30 09:19:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.5;;2021-06-30 09:27:35 -0300;2021-06-30 09:21:32 -0300;2021-06-30 09:27:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-06-30 09:27:35 -0300;2021-06-30 01:02:04 -0300;2021-06-30 09:27:34 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-01 09:33:21 -0300;2021-07-01 08:21:31 -0300;2021-07-01 09:33:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-02 09:27:42 -0300;2021-07-02 07:47:38 -0300;2021-07-02 09:27:42 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-05 09:18:15 -0300;2021-07-05 09:13:44 -0300;2021-07-05 09:15:33 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-06 09:18:14 -0300;2021-07-06 08:15:18 -0300;2021-07-06 09:18:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-07 09:00:11 -0300;2021-07-07 01:55:43 -0300;2021-07-07 08:50:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-07 09:00:11 -0300;2021-07-07 08:50:19 -0300;2021-07-07 09:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-08 09:09:25 -0300;2021-07-08 01:01:20 -0300;2021-07-08 09:08:23 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-08 09:09:25 -0300;2021-07-08 09:08:35 -0300;2021-07-08 09:09:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-09 09:09:33 -0300;2021-07-09 03:59:59 -0300;2021-07-09 09:09:32 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-12 09:09:15 -0300;2021-07-12 02:30:10 -0300;2021-07-12 08:31:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-12 09:09:15 -0300;2021-07-12 08:31:28 -0300;2021-07-12 09:09:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-13 09:00:10 -0300;2021-07-13 06:17:12 -0300;2021-07-13 09:00:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-14 09:00:16 -0300;2021-07-14 00:27:17 -0300;2021-07-14 09:00:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-15 09:00:12 -0300;2021-07-15 07:28:20 -0300;2021-07-15 09:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-16 09:00:10 -0300;2021-07-16 02:36:39 -0300;2021-07-16 09:00:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-19 09:07:57 -0300;2021-07-19 03:34:06 -0300;2021-07-19 09:07:56 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-20 09:00:19 -0300;2021-07-20 00:57:07 -0300;2021-07-20 09:00:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-21 09:27:44 -0300;2021-07-21 05:10:45 -0300;2021-07-21 09:27:43 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-22 09:00:07 -0300;2021-07-22 07:31:58 -0300;2021-07-22 09:00:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-23 09:00:14 -0300;2021-07-23 04:44:43 -0300;2021-07-23 09:00:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-26 09:00:09 -0300;2021-07-26 04:46:11 -0300;2021-07-26 09:00:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-27 09:00:14 -0300;2021-07-27 02:04:47 -0300;2021-07-27 08:50:34 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-27 09:00:14 -0300;2021-07-27 08:50:55 -0300;2021-07-27 09:00:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-28 09:09:27 -0300;2021-07-28 02:43:27 -0300;2021-07-28 09:09:26 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-29 10:13:23 -0300;2021-07-29 09:00:21 -0300;2021-07-29 10:13:23 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-07-30 09:09:23 -0300;2021-07-30 02:07:22 -0300;2021-07-30 09:09:23 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.6.1;;2021-08-02 08:38:32 -0300;2021-08-02 03:57:19 -0300;2021-08-02 05:11:19 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.6.1;;2021-08-02 08:38:32 -0300;2021-08-02 05:19:49 -0300;2021-08-02 07:30:49 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.6.1;;2021-08-02 08:38:32 -0300;2021-08-02 07:34:19 -0300;2021-08-02 07:35:49 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-08-02 08:38:31 -0300;2021-08-02 03:37:47 -0300;2021-08-02 08:03:51 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.6;;2021-08-02 08:38:31 -0300;2021-08-02 08:04:27 -0300;2021-08-02 08:38:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.6.1;;2021-08-02 08:38:32 -0300;2021-08-02 07:38:19 -0300;2021-08-02 08:38:49 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
